ESTACIÓN,CÓDIGO,X=N,Y=E,MUNICIPIO,CUENCA,AÑO,ENERO,FEBRERO,MARZO,ABRIL,MAYO,JUNIO,JULIO,AGOSTO,SEPTIEMBRE,OCTUBRE,NOVIEMBRE,DICIEMBRE
Saucio,2120027,1057200,1039700,Chocontá,R. Bogotá,2009,37.3,24.4,54.4,60.6,52.3,80.6,132.8,99.3,43.8,81.7,7.4,7.6
Saucio,2120027,1057200,1039700,Chocontá,R. Bogotá,2010,1.5,25.3,29.5,127.4,106.9,97.9,108.8,56,41.4,143,78.5,38.7
Saucio,2120027,1057200,1039700,Chocontá,R. Bogotá,2011,7.1,38.1,134.6,192.4,184.4,107.1,112.3,67.4,83.7,109.9,105.8,7.7
Saucio,2120027,1057200,1039700,Chocontá,R. Bogotá,2012,20.6,30.2,94.7,232.6,73.3,123.8,180.9,93.1,57.7,78.3,54.8,38.3
Saucio,2120027,1057200,1039700,Chocontá,R. Bogotá,2013,0,26.1,74.6,91,124.1,57.8,137.8,101.9,52.1,52.3,114.1,23.1
Saucio,2120027,1057200,1039700,Chocontá,R. Bogotá,2014,11.5,35.6,44.6,64.8,73.7,170,185.6,92.8,74,67.7,59,44.2
Saucio,2120027,1057200,1039700,Chocontá,R. Bogotá,2015,19.600000000000001,24.5,21.8,45.5,83.4,248.7,153.9,123.3,30.5,19.7,78.900000000000006,38
Saucio,2120027,1057200,1039700,Chocontá,R. Bogotá,2016,0,9,17.100000000000001,110.2,34.5,129.6,127.7,106,80.400000000000006,53.5,101.6,29.8
Villapinzón,2120043,1068230,1052450,Villapinzón,R. Bogotá,1951,0,0,0,0,0,0,98,42.7,37.5,0,69.5,10.7
Villapinzón,2120043,1068230,1052450,Villapinzón,R. Bogotá,1952,29.1,18.3,35.8,140.7,83.3,92.3,85,87.3,34.6,81.7,115.3,67.6
Villapinzón,2120043,1068230,1052450,Villapinzón,R. Bogotá,1953,20.9,18.7,71.1,48.1,96.2,73.4,97.6,62.9,65.2,125.8,67.5,65.1
Villapinzón,2120043,1068230,1052450,Villapinzón,R. Bogotá,1954,24.8,12.1,10.9,48,18.1,43.8,108.7,60.5,26.6,176.1,98.4,41.7
Villapinzón,2120043,1068230,1052450,Villapinzón,R. Bogotá,1955,32.5,48,91.9,77.7,79.9,68.5,82.8,30.7,48.5,114.8,99.4,80.6
Villapinzón,2120043,1068230,1052450,Villapinzón,R. Bogotá,1956,39.9,56.5,92.1,25.5,56,119.6,59.6,80.4,71.1,134.9,33.2,83.9
Villapinzón,2120043,1068230,1052450,Villapinzón,R. Bogotá,1957,0,57.1,68.4,34.3,157.6,63.6,90.1,70.6,35.3,126.3,78,39.2
Villapinzón,2120043,1068230,1052450,Villapinzón,R. Bogotá,1958,15.2,7.3,50.4,53.3,51.4,60,71.5,75,19,59.4,56.2,67.4
Villapinzón,2120043,1068230,1052450,Villapinzón,R. Bogotá,1959,10.4,4.3,36.7,27.9,101.3,59.3,71.1,78.6,37.9,156.8,74.6,27
Villapinzón,2120043,1068230,1052450,Villapinzón,R. Bogotá,1960,8.4,23,42.2,52.1,50.6,42.9,82.8,106.6,82.2,93.4,22.2,69.2
Villapinzón,2120043,1068230,1052450,Villapinzón,R. Bogotá,1961,15.1,0,44.1,61.1,24.7,82.3,55,52.2,31.2,108.2,104.5,7.7
Villapinzón,2120043,1068230,1052450,Villapinzón,R. Bogotá,1962,30.8,6,49.4,30.1,94.9,79.4,61.8,45.8,26.4,78.6,53,26.4
Villapinzón,2120043,1068230,1052450,Villapinzón,R. Bogotá,1963,12.5,27.5,6.3,77.5,185.6,67.6,93.2,72.8,21.6,51.2,93.8,24.6
Villapinzón,2120043,1068230,1052450,Villapinzón,R. Bogotá,1964,0,0,1,64.4,97.2,61.2,57.6,34.8,48.8,42.6,46.8,46
Villapinzón,2120043,1068230,1052450,Villapinzón,R. Bogotá,1965,10.1,4.5,16.3,138.4,83.5,58.2,103,71.8,27,112.6,113.8,12.3
Villapinzón,2120043,1068230,1052450,Villapinzón,R. Bogotá,1966,2.5,29.2,91.4,22.5,19.2,58.5,50.9,42.6,24.9,47,119.6,60.6
Villapinzón,2120043,1068230,1052450,Villapinzón,R. Bogotá,1967,15.5,6.6,101.2,118.9,72.6,117.7,46,86.3,62.9,49.3,125.4,28.2
Villapinzón,2120043,1068230,1052450,Villapinzón,R. Bogotá,1968,14.8,46,14.7,147.7,29.8,114.6,95.9,67.8,63.3,67.5,56.3,10.2
Villapinzón,2120043,1068230,1052450,Villapinzón,R. Bogotá,1969,87.5,6.6,7.3,110,60,61.2,76.7,64.7,16.7,216.4,55.1,9
Villapinzón,2120043,1068230,1052450,Villapinzón,R. Bogotá,1970,44,72.8,17.3,27,103.2,58.4,68,51.4,66.2,158.4,62.7,14.2
Villapinzón,2120043,1068230,1052450,Villapinzón,R. Bogotá,1971,44.8,6.9,47.1,60.4,125.9,52.7,94.5,59,56.8,46.1,36.4,62
Villapinzón,2120043,1068230,1052450,Villapinzón,R. Bogotá,1972,43.5,22.2,80.8,43.2,16.6,13.6,95.8,59.5,52.9,82.2,67.7,22.9
Villapinzón,2120043,1068230,1052450,Villapinzón,R. Bogotá,1973,3.6,16,6.7,80.9,81.3,59.9,60.9,89.3,102.6,59.5,92,44.1
Villapinzón,2120043,1068230,1052450,Villapinzón,R. Bogotá,1974,23.1,21.2,72.3,80.8,58,66.7,51.2,40.2,38.1,84.9,66.4,1.8
Villapinzón,2120043,1068230,1052450,Villapinzón,R. Bogotá,1975,5.4,48.4,30,52,54.8,67,78.4,51.2,62.8,89.4,52.1,107
Villapinzón,2120043,1068230,1052450,Villapinzón,R. Bogotá,1976,7.6,27.7,84.3,83.2,88.8,110.6,88.7,45.5,82.2,81.1,102.2,58.1
Villapinzón,2120043,1068230,1052450,Villapinzón,R. Bogotá,1977,0.8,3.7,26.7,106.5,43.5,71.6,60.8,81.8,71.6,18,103.8,15.6
Villapinzón,2120043,1068230,1052450,Villapinzón,R. Bogotá,1978,0.9,31.8,41.3,150,77.2,67.4,0,96.8,28.3,26.4,41.9,18.9
Villapinzón,2120043,1068230,1052450,Villapinzón,R. Bogotá,1979,3.6,18.8,66.2,139.7,85.2,104.3,62,39.1,30,204.1,123.8,72.2
Villapinzón,2120043,1068230,1052450,Villapinzón,R. Bogotá,1980,3.2,24.6,12.5,26.6,15,2.8,0.7,0,40.4,116.5,36.3,18.8
El Hoyo Arriba,2120167,1060800,1027300,Suesca,R. Checua,2015,0,0,0,0,0,0,44.6,31.7,6.7,5.4,0,0
Villapinzón,2120043,1068230,1052450,Villapinzón,R. Bogotá,1981,14.8,17.2,20.7,65.5,21.5,44.8,30.9,4.4,12.7,94.5,61,18.9
Villapinzón,2120043,1068230,1052450,Villapinzón,R. Bogotá,1982,8.2,29,0,200,76.4,28.4,79.5,76.1,39.6,49.5,41.7,64.5
Villapinzón,2120043,1068230,1052450,Villapinzón,R. Bogotá,1988,6.5,0,0,1.1,48.8,76.6,60.7,47.6,62.2,90.6,88.5,54.2
Villapinzón,2120043,1068230,1052450,Villapinzón,R. Bogotá,1991,2.8,6.8,72.2,55,20.2,74.6,97.7,118.4,18.8,62.1,110,30.5
Villapinzón,2120043,1068230,1052450,Villapinzón,R. Bogotá,1992,8.7,15.5,40.7,57.2,53.2,47.8,128,79.3,59.5,24.4,122.2,17.3
Villapinzón,2120043,1068230,1052450,Villapinzón,R. Bogotá,1993,21.3,37.5,42.7,55.5,120,90.3,55.3,36.8,43.6,43.6,147.5,6.2
Villapinzón,2120043,1068230,1052450,Villapinzón,R. Bogotá,1994,36.3,4,52.4,36.8,86.5,62.8,121.2,64.7,67.8,130.4,94.6,5.9
Villapinzón,2120043,1068230,1052450,Villapinzón,R. Bogotá,1995,5.9,8.4,68.7,68.5,59.7,70.8,52,51.8,19.8,51.3,38,48
Villapinzón,2120043,1068230,1052450,Villapinzón,R. Bogotá,1996,0,0,0,0,0,0,0,0,33.5,132.3,55.8,86.3
Villapinzón,2120043,1068230,1052450,Villapinzón,R. Bogotá,1997,116.6,27.4,47.5,31.8,38.7,80.6,126.2,74.2,24.4,46.6,55.4,4.2
Villapinzón,2120043,1068230,1052450,Villapinzón,R. Bogotá,1998,2.2,19.5,55.1,37.6,156.2,79.2,133.5,50.2,52.1,99.1,35.7,60
Villapinzón,2120043,1068230,1052450,Villapinzón,R. Bogotá,1999,33.6,40.5,35,64.1,60.2,64.8,42.7,25.3,165.5,129.2,77.7,36.2
Villapinzón,2120043,1068230,1052450,Villapinzón,R. Bogotá,2000,52.3,73,59.5,47.7,105.5,76,62,91.1,83.7,99.4,100.8,33.4
Villapinzón,2120043,1068230,1052450,Villapinzón,R. Bogotá,2001,0.7,24.4,15.1,7.2,33.8,71,53.1,87.7,83.2,50.4,90.1,63.7
Villapinzón,2120043,1068230,1052450,Villapinzón,R. Bogotá,2002,12.4,21.6,44,109,121.2,108,68.8,120.9,61.6,47.3,39.6,42.3
Villapinzón,2120043,1068230,1052450,Villapinzón,R. Bogotá,2003,3,55.1,100.7,28.6,70.1,1.3,3.8,1.6,1.9,5.4,0,0
Villapinzón,2120043,1068230,1052450,Villapinzón,R. Bogotá,2006,67.4,0.5,26.2,115.4,69.6,132.8,37.4,65.7,28.7,83.1,1.6,55.2
Villapinzón,2120043,1068230,1052450,Villapinzón,R. Bogotá,2007,0,22.7,15.7,101.2,78.7,88.2,44.3,93.4,25.7,121.4,17.1,58.2
Villapinzón,2120043,1068230,1052450,Villapinzón,R. Bogotá,2008,24.9,33.2,65.9,30.2,78.7,77.3,87.6,70.6,42.6,65.5,88.6,0
Villapinzón,2120043,1068230,1052450,Villapinzón,R. Bogotá,2009,0,41.2,74.3,12.5,10.7,0,0,22.8,48.6,92.2,40.3,3.4
Villapinzón,2120043,1068230,1052450,Villapinzón,R. Bogotá,2010,0.3,22.6,24,102.8,117.8,46.6,116.4,35.2,55.9,156.9,104.5,69.2
Villapinzón,2120043,1068230,1052450,Villapinzón,R. Bogotá,2011,10.5,94.8,92.4,201.2,178.3,65.1,71.6,41.5,50.8,115.2,151.9,19.9
Villapinzón,2120043,1068230,1052450,Villapinzón,R. Bogotá,2012,54.5,39.6,89.9,175.6,192.2,45.7,88.8,67.9,29.1,103.8,67.6,15
Villapinzón,2120043,1068230,1052450,Villapinzón,R. Bogotá,2013,8.9,34.3,56,59.9,88.7,30.7,69.5,80.3,38.5,63.4,198.6,24.6
Villapinzón,2120043,1068230,1052450,Villapinzón,R. Bogotá,2014,1.1,39.799999999999997,58.3,60.3,51.2,78.099999999999994,79.900000000000006,57,39.700000000000003,29.9,38.299999999999997,49.3
Villapinzón,2120043,1068230,1052450,Villapinzón,R. Bogotá,2015,19.3,38.4,40,23,23.5,161.80000000000001,38.6,27.6,10.199999999999999,10.8,31.3,8.6
Villapinzón,2120043,1068230,1052450,Villapinzón,R. Bogotá,2016,11.4,3.4,10.8,117.3,15.2,17,49.4,66.5,46.5,34.6,106,46.8
La Pradera,2120044,1044880,993954,Subachoque,R. Subachoque,1951,0,0,0,0,0,0,0,0,2,105.1,98.8,65.6
La Pradera,2120044,1044880,993954,Subachoque,R. Subachoque,1952,15.3,38.9,47.9,145.9,155.5,64.6,85.9,53.7,78.7,73.8,132.3,58
La Pradera,2120044,1044880,993954,Subachoque,R. Subachoque,1953,52.3,27,85.7,102,85.3,76.2,21.4,22.1,147.9,121.2,166.1,21.4
La Pradera,2120044,1044880,993954,Subachoque,R. Subachoque,1954,45.7,29.7,27.8,95.5,80,92.3,81.9,37.1,25.7,214.4,88.1,90.5
La Pradera,2120044,1044880,993954,Subachoque,R. Subachoque,1955,31.9,48.8,53.7,181.9,75.1,77.5,117.3,37.9,95.7,293.1,132.8,84.5
La Pradera,2120044,1044880,993954,Subachoque,R. Subachoque,1956,37.4,71.7,72.9,49.3,105,138.1,51.4,59.7,110,239.7,95.9,111.8
La Pradera,2120044,1044880,993954,Subachoque,R. Subachoque,1957,65.1,34,78.7,96.5,161.4,51,53.2,28.9,43.5,130.9,42.3,29
La Pradera,2120044,1044880,993954,Subachoque,R. Subachoque,1958,10.5,8.8,99.4,79.6,82.8,57.5,28.2,57.6,30,121.7,83.6,46.7
La Pradera,2120044,1044880,993954,Subachoque,R. Subachoque,1959,9.5,21.9,40.3,84.1,110.1,93.8,76.6,58.3,80,87.9,107.5,55.9
La Pradera,2120044,1044880,993954,Subachoque,R. Subachoque,1960,63.1,48.5,37.7,91.3,97.6,66.2,75.6,72.6,35.6,181.4,37.6,90.8
La Pradera,2120044,1044880,993954,Subachoque,R. Subachoque,1961,78.9,3.8,44.8,110.8,40.1,94.4,85.3,40.8,42.2,160.7,136.6,10.5
La Pradera,2120044,1044880,993954,Subachoque,R. Subachoque,1962,100.5,26,72.7,78.7,108,183.5,55.9,76.6,101.3,145.8,120.6,46.2
La Pradera,2120044,1044880,993954,Subachoque,R. Subachoque,1963,33.2,74.5,103.3,99.1,151.5,78.1,44,59.8,39.7,89.4,161.4,28.9
La Pradera,2120044,1044880,993954,Subachoque,R. Subachoque,1964,6.4,19.6,37.5,0,118.4,163.8,108.8,48,32.4,40,100,42.6
La Pradera,2120044,1044880,993954,Subachoque,R. Subachoque,1965,33.7,39.7,16.1,135.9,58.2,29.9,32.3,27.9,19.8,180,183.9,38.5
La Pradera,2120044,1044880,993954,Subachoque,R. Subachoque,1966,13.8,15.5,70.5,62.6,114.6,77.5,43.2,120.5,75.9,145.1,140.4,91.9
La Pradera,2120044,1044880,993954,Subachoque,R. Subachoque,1967,53.8,35.4,78.4,79.1,114.2,104.2,37.3,60.4,61.4,88.1,111,56.5
La Pradera,2120044,1044880,993954,Subachoque,R. Subachoque,1968,20.3,41.5,34.3,155.1,64.1,108.1,58.5,22.7,0,155.8,120.6,63.2
La Pradera,2120044,1044880,993954,Subachoque,R. Subachoque,1969,44.4,41,13,226.7,133.1,154.5,70.7,43.7,0,0,0,0
La Pradera,2120044,1044880,993954,Subachoque,R. Subachoque,1970,11.5,17,15.5,67.3,111,33.5,57.4,43.5,132.8,154,125.4,47.4
La Pradera,2120044,1044880,993954,Subachoque,R. Subachoque,1971,33.5,22.6,158.7,138.5,98.8,50.9,30.9,2.8,30.6,145,156,90
La Pradera,2120044,1044880,993954,Subachoque,R. Subachoque,1972,78,20,126,254,108,115,85,13,22,72,86,32
La Pradera,2120044,1044880,993954,Subachoque,R. Subachoque,1973,2,11,18,71,79,53,63,51,112,98,51,93
La Pradera,2120044,1044880,993954,Subachoque,R. Subachoque,1974,8,16.5,87.5,85,62.5,62,122,64,46.5,30,70,12
La Pradera,2120044,1044880,993954,Subachoque,R. Subachoque,1975,15,97,79,102,109,27,94,88,51,130.4,116.2,141.8
La Pradera,2120044,1044880,993954,Subachoque,R. Subachoque,1976,17,74.8,91.2,108.5,74,61,31,30,50,215,98,38
La Pradera,2120044,1044880,993954,Subachoque,R. Subachoque,1977,10,0,54,84,82,89,22,50,149.5,82,137,40
La Pradera,2120044,1044880,993954,Subachoque,R. Subachoque,1978,0,15,94,125,95,37,10,40,62,102,97,70
La Pradera,2120044,1044880,993954,Subachoque,R. Subachoque,1979,29,15,77,135,75,144,35,155,35,300,150,35
La Pradera,2120044,1044880,993954,Subachoque,R. Subachoque,1980,5,37,57,40,85,0,0,0,33,184,56,0
La Pradera,2120044,1044880,993954,Subachoque,R. Subachoque,1981,11,9,22,97,208,25,48,31,22,190,362,269
La Pradera,2120044,1044880,993954,Subachoque,R. Subachoque,1987,31,12,59,70,148,12,69,51,110,68,31,53
La Pradera,2120044,1044880,993954,Subachoque,R. Subachoque,1988,9,33,7,122,82.5,184,193.5,161,273,178,263,94
La Pradera,2120044,1044880,993954,Subachoque,R. Subachoque,1991,14.5,20.6,119.4,57.7,46.8,12.5,11.1,20.8,16.6,25.1,54.6,60
La Pradera,2120044,1044880,993954,Subachoque,R. Subachoque,1992,1.2,8.8,22.7,1.7,0,16.4,45.8,76.9,48.5,12.1,55.2,82.6
La Pradera,2120044,1044880,993954,Subachoque,R. Subachoque,1993,,,63.3,11.3,112.1,47.4,55.7,7.6,32.4,32.5,90,30
La Pradera,2120044,1044880,993954,Subachoque,R. Subachoque,1994,79.2,42.5,42,49,84,5.9,51.8,22,41,140,104,1
La Pradera,2120044,1044880,993954,Subachoque,R. Subachoque,1995,6,31,124,94,83,26,63,209,119,26,57,38
La Pradera,2120044,1044880,993954,Subachoque,R. Subachoque,1996,0,0,0,0,0,0,0,0,27.8,113.4,82.7,0
La Pradera,2120044,1044880,993954,Subachoque,R. Subachoque,1997,49.6,7.5,58.6,54.4,35.9,1,26.2,0.7,20.5,25.8,112.8,0.3
La Pradera,2120044,1044880,993954,Subachoque,R. Subachoque,1998,0.5,1,0,47.2,175.8,60.9,82.5,22.3,87.9,126,93.9,132
La Pradera,2120044,1044880,993954,Subachoque,R. Subachoque,1999,78.4,74.2,80.6,66.7,14.3,101,29.5,87.8,140.9,216.8,82.3,22.6
La Pradera,2120044,1044880,993954,Subachoque,R. Subachoque,2000,29.6,80.6,56.3,47.5,41,60,59.5,32.2,138.4,28.9,30.7,0
La Pradera,2120044,1044880,993954,Subachoque,R. Subachoque,2001,0,31.6,47.6,0,,41.3,17,53.1,145.9,39.3,65.3,63.8
La Pradera,2120044,1044880,993954,Subachoque,R. Subachoque,2002,11,27.6,101.3,84.1,94.2,39.9,22.5,69.4,1,0,0,0
La Pradera,2120044,1044880,993954,Subachoque,R. Subachoque,2003,0,0,0,0,0,0,113.1,26.6,105,150,71,8
La Pradera,2120044,1044880,993954,Subachoque,R. Subachoque,2004,22,2.7,16.7,98.5,92.4,17.7,44.2,39.4,112.6,113.5,162,0
La Pradera,2120044,1044880,993954,Subachoque,R. Subachoque,2005,0,53.7,3,134.9,74.3,55.4,5.9,79.1,67.3,232.9,88.6,18.3
La Pradera,2120044,1044880,993954,Subachoque,R. Subachoque,2006,0,5,100.9,136.6,188.6,74.5,59.8,39.1,44.8,107.5,13.8,75.2
La Pradera,2120044,1044880,993954,Subachoque,R. Subachoque,2007,19.7,0,45.2,179.1,48.2,84.6,20,44.2,0,99.2,62.8,79.2
La Pradera,2120044,1044880,993954,Subachoque,R. Subachoque,2008,45.9,73.6,105.5,166.8,189.8,85.8,77.4,125.9,69,76.9,226.8,18.6
La Pradera,2120044,1044880,993954,Subachoque,R. Subachoque,2009,43,63.7,124.2,57.6,31.7,35.1,43.8,26.4,57,105.4,44.8,20.4
La Pradera,2120044,1044880,993954,Subachoque,R. Subachoque,2010,18.8,18.4,32.6,150.4,199.2,89.3,190.7,76.5,112,213.1,256.1,84
La Pradera,2120044,1044880,993954,Subachoque,R. Subachoque,2011,52.1,88.7,133.2,224.7,126.7,69.9,70.5,80.4,71.4,212.6,207.5,89.4
La Pradera,2120044,1044880,993954,Subachoque,R. Subachoque,2012,48.6,35.1,82.6,147.9,49.9,19.5,86,30.3,23.5,42.9,58.1,39.8
La Pradera,2120044,1044880,993954,Subachoque,R. Subachoque,2013,8.7,74.6,51.6,142.5,96.6,28.9,33.3,101.5,52.2,92.6,147.6,107
La Pradera,2120044,1044880,993954,Subachoque,R. Subachoque,2014,62.2,79.5,89.8,93.6,98.1,56.3,27.8,8.800000000000001,26.3,129,93,45
La Pradera,2120044,1044880,993954,Subachoque,R. Subachoque,2015,21.5,20,115.7,37.299999999999997,24.7,41.8,31.9,17.2,4,56.4,40.700000000000003,3.4
La Pradera,2120044,1044880,993954,Subachoque,R. Subachoque,2016,11.3,41,84.2,172.1,133.4,43,54.4,49.2,58.3,93.8,147.4,70.400000000000006
Apostólica,2120051,989870,971174,Sibaté,Emb. Muña,1956,0,0,0,79.9,65.4,52.9,17.7,15.6,70.2,213.7,101,55.4
Apostólica,2120051,989870,971174,Sibaté,Emb. Muña,1957,4.3,11.8,17.6,65.1,128.2,44.4,26.7,12,49.6,107.6,37,20.7
Apostólica,2120051,989870,971174,Sibaté,Emb. Muña,1958,6.3,27.3,93.6,64.1,55.2,24.8,7.2,53.8,23.8,105.8,106,31.2
Apostólica,2120051,989870,971174,Sibaté,Emb. Muña,1959,8.1,13.8,14.4,51.5,157.2,47.3,69.6,33.4,49.9,59.1,58.5,48.3
Apostólica,2120051,989870,971174,Sibaté,Emb. Muña,1960,17.4,18.2,33.9,156.5,72.7,41.4,43.5,29.3,22,131.2,35.4,58.6
Apostólica,2120051,989870,971174,Sibaté,Emb. Muña,1961,15.1,2.9,53.5,97.8,31.6,56.6,33.1,23.4,27.7,118.8,125.2,13.8
Apostólica,2120051,989870,971174,Sibaté,Emb. Muña,1962,30,4.6,76,60.4,92,76.5,20.8,57.2,23.3,59.4,161.4,9.4
Apostólica,2120051,989870,971174,Sibaté,Emb. Muña,1963,19.6,45.7,8.5,94.6,159.8,52.1,10.2,37.2,36.6,76.7,82.2,13.8
Apostólica,2120051,989870,971174,Sibaté,Emb. Muña,1964,2.4,5.1,10.5,92.3,76.6,100.4,66.8,37.2,29.6,60,62.8,48.4
Apostólica,2120051,989870,971174,Sibaté,Emb. Muña,1965,9,34,13.9,168.1,92.8,17.3,18.1,43.6,35.9,147.2,160.2,52.8
Apostólica,2120051,989870,971174,Sibaté,Emb. Muña,1966,0,8.7,46.2,32.3,88.4,88.2,24.1,34.2,26.7,96.5,116.1,49.2
Apostólica,2120051,989870,971174,Sibaté,Emb. Muña,1967,26.3,45.3,46.1,92.2,87.8,60.3,48.9,22.9,29.8,64.1,103.5,33.7
Apostólica,2120051,989870,971174,Sibaté,Emb. Muña,1968,11.4,47.2,31.1,103.1,53.6,87.3,20.2,30.5,91.6,108.4,95.3,14.7
Apostólica,2120051,989870,971174,Sibaté,Emb. Muña,1969,34.6,27,12.5,158.6,115.9,63,18.9,24.3,30.5,227.7,48.3,80
Apostólica,2120051,989870,971174,Sibaté,Emb. Muña,1970,32.3,37,22.1,36.3,86.7,37.3,40.4,21.7,80.4,115.5,104.1,30.3
Apostólica,2120051,989870,971174,Sibaté,Emb. Muña,1971,82.9,68.6,67.3,78.5,134.3,61,18.9,39.3,74.5,115.1,95.2,114.7
Apostólica,2120051,989870,971174,Sibaté,Emb. Muña,1972,44.1,24.9,47.5,124.4,90.7,44.5,21.9,17.4,5.3,36.9,30.2,0
Apostólica,2120051,989870,971174,Sibaté,Emb. Muña,1973,0,5.9,38.3,31.1,57.7,42.6,19.2,69.4,134.8,68.1,94.9,127.2
Apostólica,2120051,989870,971174,Sibaté,Emb. Muña,1974,47.5,72,39.5,113.1,89,34.8,20.3,28.5,41.6,67.6,146.7,24.8
Apostólica,2120051,989870,971174,Sibaté,Emb. Muña,1975,17.2,70.8,61.7,64.8,132.8,48.6,55.2,44.5,100.9,102,92.1,97.6
Apostólica,2120051,989870,971174,Sibaté,Emb. Muña,1976,49.6,43.9,96.7,128.4,94.9,60.7,13,14.6,54.1,126.2,63.9,62
Apostólica,2120051,989870,971174,Sibaté,Emb. Muña,1977,17.4,7,76.7,45.1,19.9,32.6,37.9,55,86,93,102.5,29.4
Apostólica,2120051,989870,971174,Sibaté,Emb. Muña,1978,2.1,24.1,65.1,228.4,73.5,57.8,25.7,16.6,20.5,45.7,88.9,30.9
Apostólica,2120051,989870,971174,Sibaté,Emb. Muña,1979,19.9,20.3,41,119.6,84.4,65.9,58.1,76.6,71,152.9,197.6,26.6
Apostólica,2120051,989870,971174,Sibaté,Emb. Muña,1980,7.8,27,5.3,49.9,35.3,96.8,4.5,0,0,0,0,0
Apostólica,2120051,989870,971174,Sibaté,Emb. Muña,1982,51.1,52,53,149.6,68.7,17.5,42.1,24.1,7.5,108.6,91.4,50.5
Apostólica,2120051,989870,971174,Sibaté,Emb. Muña,1987,33.6,22.1,37.4,80.7,87.6,4.3,30.2,8.5,46.1,111.6,50.8,12.7
Apostólica,2120051,989870,971174,Sibaté,Emb. Muña,1988,18.4,50.6,7.5,78.7,57.9,125.4,39.7,71,114.5,161.8,107.8,49.8
Apostólica,2120051,989870,971174,Sibaté,Emb. Muña,1991,7.3,27.7,175.5,113.2,62.5,14.8,39.4,45.2,21.2,36.3,79.4,67.2
Apostólica,2120051,989870,971174,Sibaté,Emb. Muña,1992,12.1,12.5,42.4,26.1,37.7,9.1,15,26.7,41.8,38.2,97.9,29.8
Apostólica,2120051,989870,971174,Sibaté,Emb. Muña,1993,47.3,28.9,32.8,103.4,137.7,14.9,30.2,12.3,77.6,51.5,166.6,40.1
Apostólica,2120051,989870,971174,Sibaté,Emb. Muña,1994,47.3,71.8,93.2,72.9,92.4,38.8,35.7,23.1,36.1,144.8,152.4,3.5
Apostólica,2120051,989870,971174,Sibaté,Emb. Muña,1995,2.4,2.3,53.2,131,103.7,48.9,33.2,59.2,28.4,50.4,54,105.2
Apostólica,2120051,989870,971174,Sibaté,Emb. Muña,1996,50.4,53.3,74,57.2,100.2,48.1,48.8,29.6,45.9,76,47.6,32.1
Apostólica,2120051,989870,971174,Sibaté,Emb. Muña,1997,37.6,13.1,37.4,37,41.8,67.3,23.5,6.4,21.5,45.8,46.4,0
Apostólica,2120051,989870,971174,Sibaté,Emb. Muña,1998,0.5,15.1,13,24.4,99.2,13,52.8,14.7,0,66.9,62.4,54.7
Apostólica,2120051,989870,971174,Sibaté,Emb. Muña,1999,32.9,24.3,52.4,80.5,32.2,52.6,12.9,68.1,89.3,97.9,84,60.3
Apostólica,2120051,989870,971174,Sibaté,Emb. Muña,2000,34.4,123.6,33.7,20.1,55.8,45.2,60,35.8,82.6,37.8,49.1,83.8
Apostólica,2120051,989870,971174,Sibaté,Emb. Muña,2001,6.8,31.3,106.5,5.5,53.2,58.4,23.4,6.3,64.2,31.2,80.8,34.3
Apostólica,2120051,989870,971174,Sibaté,Emb. Muña,2002,16.3,52.9,74.5,106.1,56,48.8,24.1,14.6,0,49.9,50.7,52.7
Apostólica,2120051,989870,971174,Sibaté,Emb. Muña,2003,5.7,24.2,80.9,96.1,12.1,35.7,51.6,15.5,67.7,147.2,51.7,20.9
Apostólica,2120051,989870,971174,Sibaté,Emb. Muña,2004,17.9,58,29.9,144.5,113.8,43.5,11.5,19.6,69.9,138.9,135.3,29.8
Apostólica,2120051,989870,971174,Sibaté,Emb. Muña,2005,14.8,45.3,30.7,78.6,94.6,61.9,20.7,33.3,24.5,80.4,52.4,36.5
Apostólica,2120051,989870,971174,Sibaté,Emb. Muña,2006,29.9,1.7,98.7,99.8,130.6,62.8,0,0,44.4,139.5,72.5,0
Apostólica,2120051,989870,971174,Sibaté,Emb. Muña,2007,4.1,8,50.5,79.1,53.5,53.8,34.9,60.9,7.7,130.6,29.2,83.8
Apostólica,2120051,989870,971174,Sibaté,Emb. Muña,2008,26.2,48.3,91.8,64,2.1,94,65.8,71.3,31.3,132.7,89.9,96.8
Apostólica,2120051,989870,971174,Sibaté,Emb. Muña,2009,29.4,48.7,74.6,57.1,10.9,78.6,9.9,18,36.4,85,68.6,12.8
Apostólica,2120051,989870,971174,Sibaté,Emb. Muña,2010,4,33.7,20.4,197,142.2,81,151.3,32.1,68.7,64.8,208.3,120.7
Apostólica,2120051,989870,971174,Sibaté,Emb. Muña,2011,68.3,35.8,111.4,184.7,88.8,38.1,49.3,41.1,40.8,136.3,179.8,114.5
Apostólica,2120051,989870,971174,Sibaté,Emb. Muña,2012,11.9,39.9,99.5,154.6,34.3,45.1,50.4,38.5,25,94.5,28.7,64.1
Apostólica,2120051,989870,971174,Sibaté,Emb. Muña,2013,14.6,47.9,59.9,117.2,60,26,39.5,39.6,19.5,20.3,93.5,57.9
Apostólica,2120051,989870,971174,Sibaté,Emb. Muña,2014,25.8,35.5,91.6,51.8,31.8,23.9,36.1,16.7,18.399999999999999,105.3,34.5,49.4
